ArtistID,ArtistName,ArtistLocation
ARRXPRY1187B9A8B34,"Gran Coquivacoa_ Neguito Borjas",
ARGNZOL1187FB5CE7C,"Fernando Ortega",California
ARZNQEM11F4C83B660,"Les Paul and Mary Ford",
ARYTJPJ1187FB4ABCC,"Cliff Edwards/Disney Studio Chorus","Montreal Quebec Canada"
ARQXM2T1187B98FF32,"Sonny James","Hackleburg AL"
AR7NNKG1187FB4AA1C,"Charly García",
ARA82JG1187FB36131,"Charlie Haden","Shenandoah IA"
ARN76SM1187FB386BA,"Walter Wanderley Trio",
AR1XZ0N1187B9941D5,"Noah Lewis","Henning TN"
ARNHMFD1187FB3B3F6,"LL Cool J","Bayshore Long Island NY"
ARP1M531187B9B19AC,"Perez Prado_ His Orchestra",
ARTPDRF1187B9A46DB,"Vic Chou",
ARSHZBZ1187B98A445,"Joe Bonamassa",
AR3D0BI1187B98A11F,"Gian Marco",Peru
AR19QZ01187B99C74D,Kako,
ARKOVFX11EBCD75758,"Terje Lie","California - LA"
ARYRDLN12592CDBB85,"V V Brown",
ARCXCUP122988EF596,"Blindman's Sun",
ARGV2PR1187B9AD702,"Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer","Rome Italy"
AR85E3Q1187B997BCA,"Benny Spellman","Pensacola FL"
ARI4SKQ1187B9B43B0,"Beres Hammond Feat. Jah Youth",
ARSKDV01187B98A619,Confetti's,
ARW45K91187FB3DE04,"Tommy Makem;The Clancy Brothers","United States"
AR7Q0O91187FB4DBE7,"Plies featuring Tank","Fort Myers FL"
AR163QH1187FB42E0D,"Terry Dexter",
ARNCWQE12454A2E59C,"Diamond Rexx",
ARZ8MVL1187FB41D17,"Shout Out Out Out Out",780
AROP23Q1187B992697,"George Faith",
ARYOW7G1187FB373D0,"Marc Broussard","BIRMINGHAM Alabama"
AR8YUQT1187FB531D0,Montrose,California
AR90QN41187B9ABCD2,"TRAM 11",
ARZJI9C11C8A4178F2,Petrol,
ART4EPR1187FB38772,Eno,"Great Britain / UK"
ARQ0TN01187FB4A19E,"Future Leaders of the World",
ARBUOMY1187B99F2EB,"Messy Marv & D.Z.","California - SF"
ARYEPGU11F4C840A70,"The Tall Grass","London ON"
ARZVBBM1241B9CB622,"Green and Yellow",
AR553M51187B98BCE7,"Renee Rosnes","Regina Saskatchewan Canada"
ARXSABJ1187FB3C336,Deftones,"Sacramento CA"
ARE0OLY1187B9AD19F,"Jesse Malin","Whitestone Queens NY"
ARNMUMC1187B9A7A38,Tigerstyle,Glasgow
ARLLWQA1241B9C7A5C,impulsonic,
AR7QL2911C8A416805,"Göteborgs Symfoniker / Neeme Järvi",
AR58SJE1187B9A8E4C,J.B.Lenoir,"Monticello MS"
ARXG6L11187FB5695E,"SWAMI featuring Ishmael Morabe","Birmingham/ London UK"
ARNEPDO121318C580C,"The Tamperer",
ARTM0RS1187B9A0BE6,"Super Cat",
AR1N6N61187FB4E25E,"Mongo Santamaria Orchestra","Havana Cuba [Jesus Maria]"
ARD9THI1187B98EAD0,Larissa,Texas
ARU81FP1187B98C71E,"Big Maybelle","Jackson TN"
AR8BUVM1187FB4D94D,"Belle & Sebastian",
ARXPR8A1187FB4CC78,"Bruce Katz Band",
ARZ3E3Z1187FB43F7C,"Daniel Kobialka","United States"
ARLDVL71187B9AD7AC,"War Babies",
AR1RNCJ1187FB3D227,Fastball,"Austin TX"
ARVVSJC1187FB3A637,"Rob Mullins","California - LA"
ARJ66JQ1187B99D2FF,"Wordsworth feat. Adanita Ross",
ARDZQ5U1187B9ADEAE,"John Fogerty","Berkeley CA"
ARHU9211187B9B7E0E,"Fort Minor","LA California"
ARH9GD41187FB37E0F,"Stephen Marley",
ARYLWPW11F4C847221,"Ruby Isle","Minneapolis MN"
ARI945I1187FB4CC22,"The King Sisters",
ARXZIHJ1187B9A4ED9,"Ray Conniff;Billy Butterfield","Attleboro MA"
AR0OQPL1187B9B549A,"Kirk Franklin with tobyMac & Sonny (of P.O.D.)","CATHEDRAL CITY California"
ARIN9J01187B98BCC0,Ramses,
ARXOFXG122989009DB,"Symbiosis Orchestra",
AR4ZLZI1187B9B72D0,"Luciana Souza",
AR5ZI3K1187FB38BE0,"Jim Kweskin_ The Jug Band","Boston MA"
ARYBGMF1187FB4D82C,Berlin,"Los Angeles CA"
AR77MEJ1187B98F8CA,"Sleepy D",
ARKZJ301187FB521B2,"Lily Allen Featuring Ours","London England"
AR5OHUU1187FB55B10,Peret,
ARKQQZA12086C116FC,B.o.B,"Washington DC"
ARV4KO21187FB38008,"Del The Funky Homosapien","Oakland CA"
ARROQSO1187B9AEB80,"Talking Heads",
AR08YJF1187B9B2D59,"The Freedom",Florida
ARNWCYY11F4C83DDBE,Movado,
AR5OHUU1187FB55B10,"Varios Artistas de Rumba",
AR8HQBB1187B99F7BB,"Shai Hulud","Poughkeepsie New York / Pompano Beach Florida"
AROQWIB11F4C83E5DC,"Mario Piu",
ARWADDH1187B98FDBB,"Home Town Hero","Los Angeles California"
ARM8EYV1187B9B144D,"Misty Roses","London / New York"
ARVQV7Q1187FB59C5D,"Little Angels",
AR9AWNF1187B9AB0B4,"Kenny G Featuring Brian McKnight","Seattle Washington USA"
ARKF8XU1187B9A990A,"Don Davis",
ARDOZIV11F4C83DD59,"Maria Forde",
AR0QT3O1187FB56860,"Ronnie Drew","Dublin Ireland"
ARSWORN1187B991A7B,"The Honeydogs",
ARMP9P61187B9B04B3,"Marco Rima",
AR9OMFE1187FB3BB54,"Pete Rock & C.L. Smooth","Mt. Vernon NY"
AROI2SN1187B98E9FD,Kokane,"Pomona CA"
ARFN3YG1187B9AD9F1,Skyforger,Latvia
ARKEBNJ126E2B3BF7E,Théophil,
ARFFR931187B98F51F,"Mother Superior",
ARH8VT91187FB49CA2,"The Exciters","Lyon FR"
ARS7WBX1187B98CA38,"Buffalo Nickel Band",Mississippi
ARBAW9R1187B98FB6B,"Natasha Bedingfield",London
ARSO8M21187B99C7EE,Atomship,
AR7ZWJK1187FB55EC2,Disembowelment,
ARJS05S1187FB58F3A,"Spongebob Squarepants","LOS ANGELES California"
ARG1FA61187B994921,"Bobby Marchan","Youngstown OH"
AR71WYS1187FB5170D,"Kelly Sweet",
ARMCYCP11F4C83ED97,"Kuijken Kwartet",
ARLCQZN1187B9AF634,"Patti Smith Group",
ARRYZAA11F4C83B663,"Maddox Brothers and Rose",
AR1CD5Z1187B98F2C2,"Pat Metheny","Lee's Summit MO"
ARJSPFM1241B9CD859,"Big Jay Oakerson","Middle Village NY"
AROBI4X1187B99550D,"Ed Bruce","Keiser AR"
ARZYFWI11F4C84225B,"Mt. Wilson Repeater",
ARI6CSW1187B9AF09A,"Eko Fresh feat. G-Style","M�engladbach Germany"
ARJB8BM1187FB5CBEC,"Intex Systems",
ARSDFYB11F50C4F736,"Cutting Edge","California - LA"
ARVXU2X1187B9AE6D8,Evanescence,"New York NY"
ARJASH411C8A42B443,"Mocambo Allstars",
AR0ZBRM1187FB54F5E,Dala,Toronto
ARYV1OT1187B9B4C8E,"Commander Cody & His Lost Planet Airmen",
ARMB95F1187B9B5B93,"Cam'Ron / Juelz Santana / Jimmy Jones","Harlem NY"
AR3TITY1187B99E790,"Dwayne_ Gyptian",
ARWQ2Y71187FB504C0,"Perpetual Loop",
AR8H5LL1187B9AC8F0,"Bikini Machine",
ARLVCLM1269FB35C0B,"Guillaume Ledent",
AR3THYK1187B999F1F,"Joa~o Gilberto",
ARPFHN61187FB575F6,"Lupe Fiasco feat. Matthew Santos","Chicago IL"
ARJ6WGW1187B9913EB,"Willie Barcena",
ARPJTI51187B9B45FB,"Billie Ray Martin Feat. Ann Peebles","Hamburg Germany"
AR5OH1V1187FB574C3,"Kenny Wayne Shepherd","Shreveport LA"
AR2F37U1187B990860,"Gina V. D'Orio",
ARO31HI1187B9A12E4,"Original Love",
ARZAJ9C1187B9A21F4,"Unkle Bob","Glasgow "
AR7W7Z01187B998286,"Dark new Day",FLGAKY
ARJGRNY11F4C847277,"Twin Atlantic","Glasgow UK-SCOTLAND"
ARLGUTA1187B9B605F,"Terror Squad featuring Big Pun","The Bronx New York NY"
AREVNQH1187B98FDDB,"Peter Gallagher","Cork Ireland"
AREYIHC1187B99CE0B,"Brasilian Tropical Orchestra",
AREF29Y1187B9AAFA3,"Adam Richman",
ARQEPTZ1187FB4CD36,"Toby Love featuring Rakim & Ken-Y",US
ARI28VJ1187FB4EAD7,Slackbaba,
ARN1SGT1187B9AC5A4,"Inner Circle",Jamaica
ARM1ELZ1187FB49FC1,"Lexie Mountain Boys",
ARTHEAP122BCFCD0B2,"DJ X-Change",
ARI0PUX1187FB3F215,"Maxi Priest","Lewisham London England"
AR009211187B989185,"Carroll Thompson",
AR2XSQR11C8A415656,"Taya wooden",
ARQEPTZ1187FB4CD36,"Toby Love Feat. Girlz Talk",US
ARSPC9J1187B9A7EA1,"Ghetto Mafia","Atlanta GA"
ARW8K3V1187B9A4A14,"Swans Of Avon",
ARNRTFR1269FCD155C,"Adam Richmond",
ARLD4VD1187FB39009,"Fast Eddie",
ARW4P0V1187B9B182E,Inhume,
ARHTP2H1187B9A9A7F,Migraine,Stickney
AR07QYZ1187FB5BF78,"Letters To Cleo",
ARDNW1B1187FB4ABBB,Africando,
AR0PUK71187B9AC3C0,"Chorus Line","New York NY"
AR2MD2P1187FB5B328,"Marshall Crenshaw",Detroit
ARYZFGE1187FB39A8C,"False Prophets",
ARVAE1F1187B994957,"Gerald Veasley","Philadelphia PA"
ARJ66JQ1187B99D2FF,Wordsworth,
ARUHT3M1187FB44FB4,Delirious,Connecticut
ARI6NMB1187FB3FE1E,"Jaime Jamgochian",Tennessee
ARJ0NBU1187B9AA8FA,"Vulgar Pigeons",
AR23C041187FB4D534,"50 Cent","Queens NY"
AR1USMR1187B9B6CD1,Tullycraft,
ARZRR0M1187FB3EE0A,"Sub Focus",
ARDR4AC1187FB371A1,"Montserrat Caballé;Eugenio  Marco",
AR05KQA1187B9963B3,D'Molls,"California - LA"
AR7B2HD1187B9A5161,"Michael Convertino",
AR9O0LF1187B99D0D1,"Aisha Duo","NY - New York City"
ARORFIN1187FB3BE5C,"Danielle Bollinger","Flint Michigan"
ARLOVHG1187FB39692,"Sébastien Roch",
ARJMW6Z1187B989C3C,"Asha Puthli",India
ARE8MZ81187B9AB2A3,"Wendo Kolosoy",
ARLE1JH1187B9B630B,"Zbigniew Preisner",
ARZDQ3N1187FB5978B,Caspian,"Beverly Massachusetts"
ARJUYSZ1187B9B2B23,Kati,
ARRH63Y1187FB47783,"Kanye West / Consequence / Cam'Ron","Atlanta GA"
ARP5P651187FB5397F,"Jimmie Davis","Quitman LA"
AR6BHP31187FB365E1,"Sonny Terry","Greensboro NC"
ARXKRVF11E2835D266,"Mr. De'",
ARLB7A11187B9A331A,"Al Rapone","Lake Charles Louisiana"
ARW74FW1187FB554AD,Cookies,
ARTHEAP122BCFCD0B2,"DJ X-Change featuring Joey A",
ARJ1OYE1187B9ACC2D,"Ebba Forsberg",SWEDEN
ARYZX981187B9A995B,"Zachary Richard",Louisiana
ARVEZFH1187B9A6F9C,Dominic,"Santo Domingo Rep. Dom."
AR4I72F1187B9A0D85,"Suzi Quatro",
ARA0JEL1187B998FA3,"Dub Wiser","Vancouver BC Canada"
ARHULUL119B8668FAD,"When Dinosaurs Ruled The Earth",
AR4FE4N1187B99395A,"Corderoy & U4IC DJ'S",
ARQZ3MW1187B99C9B1,"Barry Künzel",
ARDR4AC1187FB371A1,"Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli",
ARO8LVR1187B9A0DE5,"Jah Debda",
AR58JT11187B9AF4CC,Carpenters,"New Haven CT"
ARZ185I1187FB5B8C5,"Jonn Serrie","Atlanta  Ga"
ARJ1AMB1187FB40661,"Sukhwinder Singh",
AR0CWOB1187B99FA08,"Christophe Beck","United States"
AR5995Z1187B9A112B,"The Tarriers",Illinois
ARWQ2DR1187B98FF28,"Ma Rainey & Her Tub Jug Washboard Band","Columbus GA"
ARAXVPF1241B9C9684,"Kuldeep Paras",
ARWI92K1187B98A5CC,Jets,
ARSMT991187B9A5C45,"Keira Green",
AROP6331187FB398F7,Festival,
ARMEADM11F50C4FDC7,Amanajé,
ARROKMI1187B9B42D0,"L.a. Dream Team",
ARGLOWN1187B99C06D,"North Mississippi Allstars","Hernando MS"
ARQN3MO1187B98A811,"Channel Live",
ARNMBZY122BCFCCEB8,"Modern Day Escape",
ARZ4F9B1187FB3C979,"Steve Porter","UK - England - South West"
ARHZCG01187B99E4DE,"Stanley Clarke;Herbie Hancock","Philadelphia PA"
ARB2M051187FB56FA9,"The Sugarhill Gang","New York NY"
ARI6CSW1187B9AF09A,"Eko Fresh feat. Summer Cem & DJ Ses","M�engladbach Germany"
AR27CRT1187B9BA011,"Jordan & Baker",
AR0O3AV1187FB4D030,"Wayne Kramer","New York NY"
ARHSNFO1187B993B7C,"Grant And Wilson",Florida
AR2FSX31187B98E3EF,"Ricky Martin","San Juan Puerto Rico"
AR8360R1187FB47C18,"Cass Fox","London England"
ARYXOV81187B99831D,"Seventh Day Slumber",
ARZKUQI11F4C8467A5,"Oscar Peterson Trio",
ARNG61X1187B98C7DF,"5 Blind Boys Of Alabama","Talladega AL"
ARMVRLO11F4C846488,"The Villas",Pennsylvania
ARIFK6X1187B9ADA44,"Will Ackerman",Germany
ARNBXZH122988F2C16,"Ambient Music Therapy","NY - New York City"
ARYLG3I119B8668696,"Rockin' Dopsie_ Jr._ The Zydeco Twisters",
AR4GAFY1187B9B639D,B.B.King,"Memphis Tennessee"
ARSMRIN1187B9AB35A,"Paul Rogers","Middlesbrough England"
ARDCKVJ1187FB54D1F,"Syl Johnson","Centerville TN"
ARTDMPY11F50C4BB18,"Dave Graney & Clare Moore",
AR9NA5G1187B98F460,"The Raconteurs","Detroit MI"
ARNVYGT1264D12B047,"Roy Carrier",
AR9MRSJ1187B99B99F,"La Charanga Rubalcaba",
ARNPPTH1187B9AD429,"Jimmy Page / Robert Plant","Heston Middlesex England"
ARKZT1W1187FB54EEA,"Marilyn Scott","Alta Dena CA"
ARBUOMY1187B99F2EB,"Messy Marv featuring Clover Geez","California - SF"
ARSSLTP1241B9CC51A,"Stockhausen Waterman",
ARKJVHY11E2835E76B,"Brownie McGhee","Knoxville TN"
ARTSGR41187B9912C6,W.A.S.P.,
ARSLDFH12454A38A01,"Her Majesty's Finest",
ARENXFQ1187B996F17,"Ram Squad","Philadelphia PA"
ARK02331187B9A631E,"Bambino_ Ivan Tirado",Michigan
ARPBNLO1187FB3D52F,"Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge","New York NY"
ARNP9WW1187B990803,"Cardenales del Exito",
AR8LC1V1187B999F9B,Greis,
ARRGDPV122BCFCB7F2,"Bowen_ Robin Huw",
AR6BAYL1187B9AC66F,"Al De Lory",Tennessee
ARYVGP31187B9A531A,"John Mellencamp","Seymour IN"
AREMPZG1187B99D246,"Márcio Faraco",
ARWIMT21187B9B5AEC,"Joe Turner","Kansas City MO"
AR0LPDJ1187B9919F1,"Derek Bell","Belfast Northern Ireland"
AR7EL201187B9B85D9,"Henry Lee Summer","Brazil IN"
ARI3W3K1187FB49E6F,"Nacho Chapado feat. Stephen Massa",
ARUHX3U1187FB57A44,"Janie Fricke","South Whitney IN"
ARIT8YH1187FB43F30,"Arthur Brown","Whitby Yorkshire England"
ARPGYM11187FB4B1E1,Owsley,Tennessee
ARKCTSM11F4C83C839,"Igor Stravinsky;Columbia Symphony Orchestra",
ARDSBRF11F4C83C5DA,"Jim Smoak & The Louisiana Honeydrippers",
ARLGLI61187FB4693E,"Ghost Machine",
ARPBTRI1187FB52457,"The Game",
ARPP6J4119B8668086,"Marco Demark feat. Peter Millwood",
ARZ4UWR1187FB41898,Fastway,
ARAOJ681187B9AAB76,"Laura Mikkola",
ARP6N5A1187B99D1A3,"Mitch Ryder & Engerling","Hamtramck MI"
AR44SDE1187FB4DC8A,"23rd Turnoff",
ARXBM4N1187B98ECA5,"Cyril Pahinui","Waimanalo HI"
ARYCQBH1187B9B1BE4,Metsatöll,Estonia
ARLWR721187B9A03C9,T.G.Sheppard,"Humboldt TN"
ARZPL0P1187FB4C734,"Ray Vega",
ARXVGFI122BCFC908C,"Pascal Lejeune",
ARF9N341187B9B9BFB,Recluse,"NY - New York City"
AR0OQPL1187B9B549A,"Kirk Franklin","CATHEDRAL CITY California"
AR5K5P91187FB41FE2,"Old Soul",
AR07HWO1187B9A2189,"Lil' Band O' Gold",
AR1VCLT1187FB4C8AC,"Tum Tum / Double T / LiL Ronnie",
ARH9HS41187FB5BC6F,"New Found Glory","Coral Spring FL"
ARU0XZY1187FB4002B,"Ebru Gündes",
AR47DOS1187B996105,"Kellie Coffey","Moore OK"
ARZ8KO81187B9B1B7C,"John Pagano_ Burt Bacharach",
ARKQLQQ12509412869,"La Divina Pastora",
ARZWPWP1241B9CA793,"Henry Mancini","Cleveland OH"
ARYJXBT11F50C5174C,"The Chinese",
ARNM86K1187B99210D,"Djalma Correa",
ARGY9EQ1187B996E1A,Norther,Espoo/Helsinki
AR7AE0Q1187B9AE30E,Solas,
ARA03M61187B996945,"Dixieland Jug Blowers",
ARYJMEJ1241B9C5E80,Scheich,
AR2ZLBH1187FB592FE,"iTAL tEK",
ARJV9031187B9AAFA1,"Kyle Riabko","CANADA - Ontario"
ARMTE8E1187FB5ACC2,"Johnny Copeland","Haynesville LA"
AR6BHP31187FB365E1,"Sonny Terry / Brownie McGhee","Greensboro NC"
ARE33S11187B9A0904,"Sick On The Bus",
AR9GQKV1187FB52E44,"Mylon LeFevre",
AROPZYT11F4C83EFFA,"JC Lodge",
ARVLMSG1187B98E07E,"Dale Hawkins","LITTLE ROCK Arkansas"
AR0VIQV1187B9978F8,"The Products","California - SF"
ARDW74M1187B98DA34,"The Florida Boys",
AREKO1L1187B997EFE,"The Radio Dept","Lund Sweden"
AR89GHM1187B9921A3,Todos,
ARIFOQ6119B866970E,"Fontaine Sisters",
ARPBTRI1187FB52457,"The Game / Nas",
ARZ7OD71187B9940A7,"Los Munequitos de Matanzas","New York"
ARH8HRR1187FB5CBE8,"Sharon Shannon_ Carol Keogh",
ARBPRTL11F4C83CB05,"The Oak Ridge Boys","Hendersonville TN"
AR1XA631187FB57662,"Ruben Cossani","London England"
ARI4SKQ1187B9B43B0,"Beres Hammond Feat. Natural Black",
ARUFQW01187FB5BA63,Ashbrg,
ARDBWEC1250940F214,"Anna Meliti",
ARD1C9K1187FB3F742,Pariah,"Ewing NJ"
AR9G2A41187B99951A,"Las Niñas",Mississauga
ARUHGHL1187B9A8C08,"Electric O & Ishkan",Singapore
ARX9YIP1187B98A656,"RUN-DMC Featuring Jagged Edge",
AR3S7KI1187FB3F737,"Leon Berry",
AR5N8VN1187FB37A4E,Soundgarden,Seattle
ARLKAOO12406A89CB1,Vorstadtkinder,
AR280881187B98BA28,YGGDRASIL,"Lund Sweden"
ARZ33PH1187FB52F58,"Kat Deluna / Akon",
AR8GEH21187FB4F83E,6CycleMind,"Metro Manila"
ARUMGZN1187FB37125,"Slick Rick","London England"
AR65K7A1187FB4DAA4,"Beyoncé feat. Slim Thug",
ARELA4P1187B991507,"The Firesign Theatre",Texas
AR67FTZ1187B9975EC,"Maria & Margot Hellwig/Thomas Lehrberger","NY - New York City"
ARFFFFY122988EDE49,"Carlos Embales - Cutumba",
ARZQ7QA1187B9AD08B,"Prince & Tevin Campbell","Minneapolis MN"
ARKGWMO11F50C4813F,"Lynette Schultz",
AR4YE5M1187B9934ED,"The Cannanes",Australia
ARNDHMV1241B9C870B,Pantanito,"Barcelona "
AREVNVA1187B989EE0,"Paul Thorn",
ARKYI5T1187B99334F,"Janet Paschal/Charlotte Ritchie/David Phelps","North Carolina"
ARJ87C21187B99B9D4,"Nino Nardini",
ARORDXJ122ECCBB264,"Carlos Jimenez_ J Elvira_ Oliversam","NY - New York City"
ARMZ4SJ1187FB4657B,"Séamus Ennis","Finglas Ireland"
ARA65601187FB57BD9,"Roger Sanchez","New York NY"
ARE0OI31187FB3DCA2,"Leningrad Cowboys",
ARIPNAN1187FB3E577,"Pete Philly & Perquisite","Amsterdam The Netherlands"
ARQMTJR1187FB42BB5,"Mr Brown","Mississippi Gulf Coast"
AR4B1LP1187FB55C83,"Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos",
ARFCDY01187FB57933,Manjul,
ARXK4YK1187FB4D0C4,"Dub Pistols feat. TK & JMS","London England"
ARKCTSM11F4C83C839,"Columbia Symphony Orchestra;Igor Stravinsky",
AR4JY8V1187B98A62F,"Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley",
AR3QFYG1187B992B2E,"Michelle Wright","Morpeth Ontario Canada"
ARZCSWN122988FCD13,"Os Gaiteiros de Soutelo",
ARN522Q1187FB42EE1,"John Van Tongeren",
ARQEPTZ1187FB4CD36,"Toby Love featuring Julio Voltio",US
ARVKMRB122988EEA68,"Tony Malone And The Rapparees",
ARDG9I21187FB35FF3,"Yolandita Monge",
ARDK6QW1187B9B8D85,"U.K. Subs","UK - England - Yorkshire"
AROENEQ11F4C8451B1,"The Lord Henry",Texas
ARUABHE1187B9AF820,"Way Out West","Bristol England"
ARQ4E5R1187B9B3A3E,QBO,
AR4NDUY119B8668DA3,"A Different Breed of Killer",
ARKSB7X1187B99BA5C,Nouvelle,
ARZO73F1187FB4BF23,"Bill Cosby","Philadelphia PA"
ARGK9MB1187FB37402,"MIMS Featuring J. Holiday","New York NY [Washington Heights]"
ARX9YIP1187B98A656,"RUN-DMC vs. Jason Nevins",
AR5R7791187FB3A8C3,"Alfredo Kraus - Orquesta de Conciertos de Madrid - Pablo Sorozábal",
ARYW3V11187B99C8C9,"Georgia Satellites","Atlanta GA"
AR9HQ6Y1187FB3C2CB,"Orlando Pops Orchestra and Andrew Lane",
AROKPWU11F50C48F1B,"Dennis O'Neill",
ARM6HLK1187FB427F0,"Talib Kweli","Brooklyn NY"
AR6GSIE1187B98C3C7,"Ned Miller","Raines UT"
ARLBXGO11F4C83E520,"Inspector 9",Florida
AR3OS8N1187B9A5F87,"deadboy & the Elephantmen","Houma LA"
AR1PXQC1187B99E17A,"Aurlus Mabélé",
ARMW4I01187B98AEF8,"Tha Alkaholiks","Los Angeles CA"
ARYSHWJ1187B9AD2D0,Moist,"Vancouver British Columbia Cana"
ARGS39X1187B991939,"Harald Kloser",
AR1FOAY11C8A415F1E,"Angela Stewart",
ARZP2M21187FB59C63,Dons,Boston
ARRXADQ1187FB38F22,"The Business","London England"
ARANBAI1257509CF4E,"Del Horno",
ARN9Q881187FB3D951,Dells,"Chicago IL"
AR0CANF1187B9AF35F,"Dilated Peoples Featuring Devin The Dude","Los Angeles California"
AROL78E1187B9B98A1,"Stellar Kart",
ARAO9JK1187FB3D213,"Magnatune Compilation",
ARGEOZF12509416C64,"Jessica Myrberg",
AR7KKE01187FB3D87B,"Russell Malone","Albany GA"
ARQXGWX11F50C49BC7,"Diego Vasallo",
ARMDBW21187FB37126,"Grandmaster Flash","Barbados West Indies"
ARBE9XH1187B9A826F,"Joell Ortiz","Brooklyn NY"
ARH3MQU1187B997AAF,"Nik & Jay",
AR3SWQT1187B9B014F,"Vicious Mary",
AR0JVUH1187B9918B5,"Oscar Lima",
AR71A931187B99CDD9,"Harry Gregson-Williams",
ARJ2PGP119B866993D,Rockit,
ARGRIHK1242077F57F,"Bob McKenzie / Doug McKenzie",
ARVQTZP1187FB40283,"Constance Demby","California - SF"
AR2N0221187FB48FB8,"David Robertson","Canberra Australia"
ARDJCM91187B9A097B,"Birds of Prey",
ARW071B1187B9A603C,"Unwritten Law",California
ARCLCFS1187B9AE476,"Laurindo Almeida / Charlie Byrd","Sao Paulo Brazil"
ARW0JI11187FB592BD,"Wednesday 13's Frankenstein Drag Queens From Planet 13",
ARIBU2J1187FB5B09F,"Tarheel Slim","Wilson NC"
ARQDONM1187B9BA1AD,"Little Jr. Parker","Clarksdale MS"
ARTYIAO11F4C83EE8E,"Dan Moretti","Mass. - Boston"
ARC95UW1187B9B9A62,Speech,"Milwaukee WI"
ARNILB71187B99EC88,"Billy Higgins","Los Angeles CA"
ARZRVFK11F4C83DF46,"Smokin' Joe Kubek & Bnois King",
ARFG66D1187FB536B6,"Junior M. A. F. I. A.","NEW YORK New York"
AR23C041187FB4D534,"50 Cent / Mobb Deep","Queens NY"
ARIJ7MR1187B9B484E,"Pegy Zina",
ARAJPHH1187FB5566A,"Shangri Las","Queens NY"
ARZLX2S1187B991A47,"The Four Pennies",
ARAH4TU1187FB51D28,"Jah Wobble & Bill Laswell","New York City (Salem IL - originally)"
ARJANQY1187B9A82F7,Leana,"California - LA"
ARVQ7I31187B9B64C9,Vonray,"Pittsburgh Pennsylvania"
ARPDMSB1187FB5596F,"THE AD LIBS","Newark NJ"
AROTFS71187B99F243,"Jill Paquette",
ARYE7N51187B9AF501,PRE,
ARWEPRZ1187FB4E2BB,"Gabriela Anders","NY - New York City"
AR9N3N31187B9B87CC,Hunters,Cardiff
AR3N2H11187B98AFBA,"Sivuca & Camerata Brasílica","Itabaiana Para� Brazil"
ARPWZPV1187FB51DCF,"Theodore Shapiro",
ARGJBTS1187FB4273A,"Jere McAllister",
ARVNGA71187FB3C107,"Faith Hill & Tim McGraw","Jackson MS"
ARRWDU31187B9B5656,"Jimmy McCracklin","St. Louis MO"
ARZVZRN1241B9C4B14,"Mister Ries",
ARPU5CQ1187FB4469F,"Art Ensemble Of Chicago","New York NY"
ARAALFJ11F4C83DD40,Bullethole,
ARX6TAQ11C8A415850,"Lady GaGa","New York City"
ARISYDJ11F43A69EE1,Blackbyrds,
ARJRRJZ11F50C47E95,"Big Rich featuring Devo","New Jersey"
ARX7R5Q1187FB5C6B3,"Johann Köhnich",
AR343TM1187B99DEFE,Flexy,
AR31D7E1187FB3BC62,"Valient Thorr",Venus
ARGFFF91187FB4FA62,"Northern State","Long Island NY"
AR3UJPY1187FB5017B,"Patience Dabany","Libreville Gabon; Los Angeles CA US"
ARPWJAM11F4C846DF4,Akissa,
ARWC1WN1187FB516CE,"Eric B. & Rakim",
AR7WZ1Y1187B99D10B,"Isabelle Adjani",
ARXAFO11187B9AEBFE,"Urge Overkill",
AR109IQ1187B98E487,JK,Texas
ARDVZTE1187FB5A0A1,"Harry Connick_ Jr.","Sayreville NJ"
ARCDRLI1187FB54D58,ZTrip,
ARSFK241187B9BA38E,"Murphy Lee / Zee","St. Louis Missouri"
ARZ7IH41187FB3B8F5,"Leaders Of The New School","Uniondale NY"
ARRI5MR1187FB47CAB,"Esperanza Spalding / Leo Genovese",
AR2C9UQ1187B98E69F,"Roy Roberts","Livingston TN"
ARTAFV91187B9BA17C,"Stone Temple Pilots",
ARWSISA1187B9AAC01,Damita,
ARMSL551187FB3F4B0,"Dark Distant Spaces","NY - New York City"
ARE9Y761187B98AEB6,"Mint Condition","Minneapolis MN"
ARJ1AMB1187FB40661,"Sukhwinder Singh;Jaspinder Narula",
ARCVT0G1187B99238E,"Shay Torrent",
AREXM411187FB560C4,"We Five","Mt. San Antonio College CA"
ARRR7RO1187B98A6EC,"Erin O'Donnell",
ARNLY0W11C8A42C7E5,"Serge Desaunay",
ARRZNBD122C867517B,"Los Cumbieros Del Sur",Mexico
ARHR5BC1187B9AC348,"Eagles Of Death Metal",
ARSENJW1187B9B053E,"Bimbo Band",
ART094K1187B9A08D0,"The Even Dozen Jug Band",
ARXGVSB11F4C842CF3,Opals,
ARVCNOU1187FB4C6F0,Emit,Oklahoma
ARCDXI51187FB57A2E,Goose,Ohio
ARUFRGT1187B98ED43,"Leo Dan","Atamisqui Argentina"
AROGHQQ1187B9890E3,"Mil featuring Petey Pablo",
